Will this reinstall a missing file from windows that my kids deleted?	Yes, it will
is this compatible with windows 8	Yes.
how many times i can use software	All the time.
I just got this, and it is asking me to pay for it again, what is up with that?!?!?!??????	I did not have that problem. It has not asked me to pay anything else.
Can this software work for Windows 8?	Yes.
does program come with microphone	No the only thing in the box is the cd for the software.
Can this digital membership (license) be used for business purposes or is it only for personal use?	For both, I used for business purposes.
can you do the portrait retouching called frequency seperation	Yes
I would love to purchase but my concerns are if i would be able to use the 3D ...	I don't use 3D myself, but it is in the filters and the edit menus.
can you do the portrait retouching called frequency seperation	Yes
I would love to purchase but my concerns are if i would be able to use the 3D ...	I don't use 3D myself, but it is in the filters and the edit menus.
How many licenses does this Poser Pro 2014 come with?	Hello, I believe one; with the provision for one copy for backup-Good-day
Does this work with Yosemite OS?	Yes, it does.
can you download this music to the music folder on your PC?	Yes. Either to Windows media or ITunes. Your choice.
I have a mac book air. Is there enough room (space) for this to download on?	Yes. I was able to successfully down load light room to my air
number of computers with each purchase?	Two Two Two
Is this dowload a full version? I dont own a copy of Lightroom 4.	Yes. Full download
number of computers with each purchase?	Two Two Two
Is this dowload a full version? I dont own a copy of Lightroom 4.	Yes. Full download
Will this download work on OS X 10.9?	Works for me on Mavericks
Can I download on two macs...desktop and laptop?	Yes. You can install and use on up to two of your personal computers.
Is there any difference between this and the dvd version except the delivery method?	They are identical.
Will this download work on OS X 10.9?	Works for me on Mavericks
Can I download on two macs...desktop and laptop?	Yes. You can install and use on up to two of your personal computers.
Is there any difference between this and the dvd version except the delivery method?	They are identical.
Will it work on a pc?	yes of course. it's an operating system FOR a PC!
Is this an appropriate version for installation on an iMac 7,1 2 GHz Intel Core 2 Duo?	Yes it will work,
Will this boot from the DVD? I have a laptop but windows xp is corrupted.	Yes, this can boot from the DVD.
Will this work on a Dell Latitude D400?	Should be fine, generally uses less resources than windows
is this a 1 year subscription	Yes it was, and can be used for 2 computers.
Does it work with Chrome?	It does not
Is this a one year subscription?	Yes
does live safe have to be used along side of another product	No
what year is this for, mine just expired and I don't want the same one..	Release Date: July 1, 2013 I got this from Amazon's website for the item.
Will this work on MAC OS 10.10 (Yosemite)?	It would not work on the MAC OS before Yosemite. I have not tried it on this release.
Is it smart phone friendly	For smart phone I would recommend X5 Professional not Evolution
How many tutorials are there on both DVD's combined? thank you	It is one tutorial with different chapters.
Does the PE Design Next Tutorial come with a book as well as computer disks?	No it does not. I do have the the complete book for it also. Thanks Sammy sewingmachineoutlet
Can you use this soft ware on all embroidery sewing machines	No
Is it compatible with Practice Fusion EHR?	Yes it does. I have used it with PF.
Price for 5 practitioners ?	There is a 5 user pack available pricing is not always the same. Please the check the 5 user pack.
Does it work with windows 8 and newer Operating systems from Windows? What about OS X?	Yes it works with Windows 8. It does not work with OS X
how many licenses does it come with?	One (1)
does it work with mavericks	yes, it works with Maverick!
Does it work with Yosemite 10.10?	they have an upgrade to yosemite. it was free and easy.
is it good for more than one mac we have two	You can only us it on one machine
can i use this on all three of my macs?	I think you have to buy three copies
Where do I get the activation code so it is licensed?	Did u get an email from amazon, it should have the code
Do you have to use Dragon with a microphone?	yes, the nice thing about Dragon is the voice to text abilities!
does the software come on CD/DVD, or is it downloaded or something else?	It comes on a CD, that will be mailed to you and it comes pretty quick. Enjoy it.
Does the text appear just a few seconds after it is spoken?	My wife says it does and maybe should say "most of the time". She is the one using it.
How many computers can this be installed on? One?	I don't know. I gave it as a gift. He only needed it on one computer.
Would I need to somehow prove that I'm a student to buy and use this AutoDesk Student Edition?	Yes during registration, student i.d is required to activate software mac
IS THIS A PERMANENT LICENSE?	YES! You must follow Autodesk instructions to get the license key.
does it have a watermark when you plot a drawing?	No, there is no watermark. It's a exactly the same as the full priced software.
Is there a limit to how many computers it can be installed on?	1 Workstation
where is my serial number suposed to be?	I think Autodesk will email it to you along with the Activation Code when you register the product.
Is there a time limit on the license, and/or use of the program?	There is no time limit but you cannot use it for commercial use.
What's Included and is there mac version?	This is only for Windows version
can this be used in an office	Yes but this is the Academic version sold and discounted for students and teachers
Hi, it's possible to download the product?	Yes i have download versions of the software too.
The description says 5 Licenses, does that mean 1 server and 5 workstations?	Yes. It can be used by 5 users. Thanks for contacting me.
Does this come with a product key?	Yes it does .
What part of the U.S. are you shipping this item from?	Los Angeles, California
Please answer this question. Is this the operating system AND cal licenses ?	Ansa: According to the description, yes.
Will this run on OS X 10.7.5?	Yes it should run on OS X 10.7.5.
Will this copy commercial video tapes to DVDS , or just home movies etc.?	Converts my studio-produced movies very well. These are from the 80s. I have done two so far.
pc?	There's a separate product made by the same company for PC.
Will this capture HD Video	Yes
will this run on mac book pro with OS X version 10.9.5	yes, it will, been using mine almost a year now
I read somewhere all the songs are new. No Beatles, Stones, Queen etc, is this fact?	Actually there are 'Classic music', for example The Kinks Lola, REM, etc..., so don't worry!
Does this work with a Mac Book Pro?	I works fine with the IPAD. They are both IOS devices so there shouldn't be any problem.
Is this the same as course 1 at the Rockprodigy.com site, which sells for $49.99? Thanks!	Yes it is.
Does X3 have the same glow brush as in 12? THX	I don't use that particular brush. But X3 does have a glow brush.
why is the PC/Mac version less expensive than the Mac version?	because it's a digital download and not subject to Amazon's pricing algorithms.
compatible with windows 8.1?	Yes
will this program work 7 &amp; 8?	Yes
does this printmaster v6 Gold versoin work with windows 7 and 8	Yes it does, that's why I bought it.
does this product work with windows 8?	I am not sure. I would read the specs. I couldn't get it to print.
does this version do business cards?	Yes
Can you make business cards	yes you can make business cards, just about anything you want to make.
Will PrintMaster v6 Platinum install and run in Windows 7 64-bit?	I am running PrintMaster V6 Platinum on my Windows 7 64-bit system, so the answer is yes.
Can I have PM 18 and PM v6 installed on same PC?	Sure, they will install as separate programs.
How good is your art and photos?	Excellent
Is this compatible with WINDOWS 8.1 ??	Yes it is!
Can I use Manga Studio EX4 files with this program?	Yes
Does this program provide the actual street address of the campground?	Yes
Does it include checking for RV height, like low bridges along the route or avoiding them?	No, low bridge clearance locations are not part of the product. It
Is this the disc to download yourself	Yes it is the disk.
Can this product be loaded to the iPad and iPhone ?	I think that you need to purchase a mobile specific version.
does it work with windows 8.1	Yes it works with Win8.1
can you use this on android devices	You use avg mobile
DOES IT WORK WITH WINDOWS 8.1 PRO ?	yes.
Does this run on Windows 8.1? This is the update that Microsoft release to Windows 8	Yes
How do you download to more then one pc?	As long as it is multi-user disk (3 user), just download it to each computer using user key
how to install the pc download	Just insert disc and the directions will come up
DOES IT WORK WITH WINDOWS 8.1 PRO ?	yes.
Does this run on Windows 8.1? This is the update that Microsoft release to Windows 8	Yes
How do you download to more then one pc?	As long as it is multi-user disk (3 user), just download it to each computer using user key
how to install the pc download	Just insert disc and the directions will come up
Is it downloaded automatically or is a disk sent for cust. to download?	It is a cd sent to you to download.
is this a one yr subscription?	Yes
do it work on apple Mac Pro	It doesn't work at all. Do not purchase.
Dose it work with windows 8.1	My computer es window 7
can this work for a windows 8.1 laptop?	Yes, I am currently running this product on my laptop which is running Windows 8.1.
After the first year of coverage, what is the annual fee?	Frankly, I don't renew. It's cheaper to buy a new license.
Is it downloaded automatically or is a disk sent for cust. to download?	It is a cd sent to you to download.
is this a one yr subscription?	Yes
do it work on apple Mac Pro	It doesn't work at all. Do not purchase.
Dose it work with windows 8.1	My computer es window 7
can this work for a windows 8.1 laptop?	Yes, I am currently running this product on my laptop which is running Windows 8.1.
After the first year of coverage, what is the annual fee?	Frankly, I don't renew. It's cheaper to buy a new license.
is this a cd	Yes
Can i install on multiple computers?	It's been a while, but I believe I installed on my mac & my daughters.
Will this Version work with Yosemite?	Yes!
Does this have to be renewed every year?	No
Does Contractor include payroll?	Yes
Is there a Quickbooks Premier Contractor 2014 for the MAC?	I believe so, not sure if amazon.com has the mac version. This program is worth every penny.
Can qb premier contractor 2014 3 user be installed on windows xp	Yes
Is there an annual fee?	Not that I'm aware of.
how many computer can used this? how long does it last?	You should be able to use it on three but not on tanlets
I tried to uninstall this from my laptop, but it's still on. What can I do?	It won't uninstall or go off . I have that same problem with Norton too.
If you install a copy of 2014 now will it update to 2015?	It will not load at all
do this antivus remove virus in a laptop	Yes it works
will updates stop after one year?	They did in 2013 so it should be the same in 2014.
how many computer can used this? how long does it last?	You should be able to use it on three but not on tanlets
I tried to uninstall this from my laptop, but it's still on. What can I do?	It won't uninstall or go off . I have that same problem with Norton too.
If you install a copy of 2014 now will it update to 2015?	It will not load at all
do this antivus remove virus in a laptop	Yes it works
will updates stop after one year?	They did in 2013 so it should be the same in 2014.
How many computers will Quickbooks Accountant 2014 allow the software to be loaded on?	For every license you purchase you can load it onto a desktop and a laptop
How many licenses come with it?	One
Will this program work with window 8.1?	Yes, Quick Books works great with 8.1.
is this cd or download?	It is your choice. Download is $85.68 and CD Version (PC) is $76.80.
why R.P.M. Everytime when im using this program get frozen dont let me do anything. let me know ASAP	I am not a technical support person but I use this on Windows 8 with no problems.
Is this software compatible with mobile galaxy III?	I have no idea. I have not used mobile galaxy lll
Can I use the mobile sync to a mac pro?	I don't think so unless they make the app for the Mac Pro as well
Can the QB Pro be used on one machine and the Payroll be used on another with QB 2012?	As long as your have purchased it for two users, it definitely will work this way
do I have to buy qB every year or is this a one time buy	I upgrade every three years. My understanding is that product support is only good for three years.
What if we have 5 employees on payroll, can we use this?	We pay ten people. One employee is included. Extra are two dollars per month per employee
This product include Disk???	Yes, the disk was included.
Does this write out checks for you?	Yes, but you will need checks that can be run through your printer. I order mine from Deluxe.
does this come with a disk? I read 2 answers 1 says yes other says no.can you let me know please	I ordered the down load but also ordered the disc as an extra. Lloyd
If you can't do payroll on the 2014 QB then how can it help with doing 1099's 1096 and w2s and w3s ?	I don't do payroll. Check with QB support or Sales. They will answer your question..
Can you write checks?	Yes! It does have that capability.
Will my old quicken basic 1995 edition work safely with windows 8 and 8.1?	My 2002 quicken would occasionally locked up Windows 8.1 so I doubt that your 95 edition would work.
Can I use 2014 Quicken Starter Edition offline?	yes, I have an account that I put everything in manually
is it multi user say on 3 computers	Sorry. I do not know.
does this program come with service from Intuit as well?	their service is a joke.
Has anyone used this program to manage rental properties? If so, how did it work?	Having some problems; not as user friendly as the version it is replacing.
The three users can use the program , but I need to buy licences for each one of them?	When you purchase a multi user you purchase a license for all the users.
does this include disc media?	Yes, mine did.
Does Quicken Premier carry over data from Quicken Deluxe?	It did for me.
does quicken 2014 work on windows 8?	Yes. 8 and. 8.1.
Can you write and print checks in quicken premier 2014? If yes, how?	Yes. Because it's a long answer suggest you Google the question.
Will Quicken 2014 carry over my data from Quicken 2008 ?	Yes. Always make a backup, but it will work with your data.
Can I import all my data from Quicken Home and Business 2009?	Yes
Is 2014 compatible with windows 8.1?	Yes
Where are my data files to be held, laptop or cloud?	Hello In your down load file you can pick were it's go Hard drive, disk or any were thank g
Will this Quicken print imprinted checks?	yes
Can I install on two computers for 1 user?	I do not believe so.
is this product on a disk or download?	It is available for download.
Does this work on windows 8?	This works flawlessly on Windows 8 and 8.1.
It says on the box it works on windows 8 but on the description it is not listed. Does it work on 8?	Yes it does. I have it installed on my laptop which uses Win 8
Friend, prdoucto comes in sealed box, as is the picture? regards	Yes it does. That assures you the product has not been previously opened or tampered with.
Can you send me only the activation code?	Yes,Here you go friend! IWAS-BORN-DUMB-CANU-BELI-EVEIT
I have an Apple iPad. Will it work for it?	No
Is it just good for 2014 or can you get three years on one computer?	it is good for just one year after installing and you can use it on 3 computers.
Will this work with Vista?	Yes, Windows 7, Vista, XP
does it work with windows 8.1	Yes.
Can you use this to renew an existing subscription to McAfee Internet Security?	Yes. It will take you to the website where you enter your username and password.
will I get the new updates downloaded to my computer online from McAfee for 1 year?	Yes! ..sometimes I get several in one day ...
Will this run on Windows 8.1? Can I backup only to my USB drive?	Yes and yes you can
Does this work on Vista?	Yes, SP1 both 32 and 64-bit
once installed, is this protection for one year?	Yes
Does this expire a year after I activate it or when the 2015 version comes out?	After one year.
What is the latest version of Mcafee Total Protection?	2014
can it be used with Windows 8 and 8.1?	yes
if i buy this one you will send the code to my e-mail ?	The code should be on the disc itself.
is it still possible to download from the internet after purchase ? I don't have a disc drive	Yes
What is the duration for this license?	365 day.
Does it constantly update itself?	Yes to take care of immediate threat.
is it windows 8.1 compatable	Yes. I am running Quicken Deluxe 2014 on a Windows 8.1 machine
Can I find out if Netspend is on the list of financial institutions this year?	Netspend is not set up to provide transactions for Quicken.
Is it compatable with windows 8 ?	Yes, I am using it with Windows 8.
Can you establish guardians for your children using this software?	Yes, that's part of a standard will.
Can Willmaker Plus 2014 download to Apple IMac?	Obviously not; read the reviews.
will this program work on windows 8.1	Yes it does!
Is this available as a download?	This package does not contain a disc....it contains the key for a download
Does this will upgrade from Windows 8.1 32-bit to Windows 8.1 Pro 64-bit?	To the best of my knowledge, you cannot upgrade from 32bit to 64bit, but must do a fresh install.
does this include publisher	No it does not.
I'm installing a new hard drive on my computer, can I install this OS from scratch?	Hi: Yes this is a full install.
does this come with microsoft office?	No it does not.
Is this a full retail version in witch you can change your motherboard? Hard-Drive ect?	Yes, this is Full Retail. Perform a Full install from Scratch
is this the 64 bit version	Yes it is. I install it on macbook and it is doning well, no problem so far.
I built a custom PC and want to get Windows 8.1 Pro. Can this be installed on a freshly built PC?	Yes
Is this 32-bit, 64-bit or is it both on the same disk?	I bought this and it included both discs for 32 and 64 bit operating systems.
Can this be installed on 3 systems?	Only if you have three different activation codes
Is the drive image saved with a tib extension?	True Image 2014 usually saves backup data in the proprietary tib format
i want to transfer my entire system including os to a larger drive, will this do it?	Yes. It has a feature to resize your partitions to fit the larger drive.
Work with Windows 8.1?	Yes, it does.
Can you use it for 64 bit processors?	Yes you can, with "NO" problems!
What Is (MB)	It refers to My Backup, i.e. the backup data set produced by Acronis.
do i need to reactivate winows once I restore from the image?	No
Will this work with Windows 8?	Yes...works fine
Does AVG offer parental controls?	In this software I don't believe so, but they do offer AVG Family Safety.
Does AVG offer parental controls?	In this software I don't believe so, but they do offer AVG Family Safety.
are these full versions or trial version?	Full, with updates.
is this for window 8?	Yes it works great!
Will this antivirus expire in 2015?	- YES ......
are these full versions or trial version?	Full, with updates.
is this for window 8?	Yes it works great!
Will this antivirus expire in 2015?	- YES ......
Does Trend Micro Titanium Internet Security include a firewall?	They speak of a "booster" to assist the Windows Firewall.....JK
Does this product work well for on-line banking?	I love trend micro. I have been using it for several years and it is very user friendly
When does it expire?	1 Year from purchase date then you will have to renew your license.
Does this include GeekSquad?	No
my computer doesn't have a cd drive, can I use the key in the box to downloud it?	i think so
Does this work with Maverick OS? Thx.	Yes
Is this box version? Or just activation key?	Activation key, but the link to the download site is included.
Will this work on Mac OSX v.10.5.8?	Yes. It does. Been using beta 9 version and full version without any trouble.
is it for a lifetime	You need to renew the trend micro titanium anti virus every year.
is it easy to install on my pc?	Yes, if I can do it, anyone can!
can I use this for 8.1	Sorry, I really don't know. I have Windows 7 and it works very well.
Is this the full 2014 version or the 2013 with the add on upgrade for 2014?	I am fairly new to this, but I understand it is the full 2014 version.
Does it really contain a CD-Rom or just a card with the product key code??	CD-ROM is included
is it for a lifetime	You need to renew the trend micro titanium anti virus every year.
is it easy to install on my pc?	Yes, if I can do it, anyone can!
can I use this for 8.1	Sorry, I really don't know. I have Windows 7 and it works very well.
Is this the full 2014 version or the 2013 with the add on upgrade for 2014?	I am fairly new to this, but I understand it is the full 2014 version.
Does it really contain a CD-Rom or just a card with the product key code??	CD-ROM is included
Does it provide for listing your assets?	Yes, it gives the ability for specifying assets
Can my spouse and I both use the same program or do I need to purchase 2?	You can do more than one.
What is the output format, i.e., can you get output in Word format so you can edit it yourself?	It is stored as .pdf file.
Do you carry lifetime protection?	No
can you use same disc on more than one computer?	Yes you can use it up too 3 cumputer
Will it clean your computer if their are viruses already on the computer?	Yes
does this work with windows 8.1	I had it installed on a Win 8 machine that I then updated to 8.1, haven't had any problems at all.
is it download ?	No it is on a disk that is mailed to you.
life time down load?	I only download mine every year.
Do you carry lifetime protection?	No
can you use same disc on more than one computer?	Yes you can use it up too 3 cumputer
Will it clean your computer if their are viruses already on the computer?	Yes
does this work with windows 8.1	I had it installed on a Win 8 machine that I then updated to 8.1, haven't had any problems at all.
is it download ?	No it is on a disk that is mailed to you.
life time down load?	I only download mine every year.
does this work on windows 8	I don't have Windows 8 but a quick search using Google shows it is compatible....
If I already have a virus on my computer will this product clean it?	Yes 100% sure \ Juan
Are you shipping a box or emailing activation key?	You get the disc in a box with loading instructions. The key code is included.
does this work on windows 8	I don't have Windows 8 but a quick search using Google shows it is compatible....
If I already have a virus on my computer will this product clean it?	Yes 100% sure \ Juan
Are you shipping a box or emailing activation key?	You get the disc in a box with loading instructions. The key code is included.
How do I move my Bitdefender account from one cumputer to a new one?	Install Bitdefender in your new computer and then log in as you did on your previous computer.
How do I move my Bitdefender account from one cumputer to a new one?	Install Bitdefender in your new computer and then log in as you did on your previous computer.
Is this good for Windows 8.1?	Yes it is
Although not listed, can I presume this works with Win 8.1 x64 Pro?	Yep, it works on win 8.1 x64.
Is this good for Windows 8.1?	Yes it is
Although not listed, can I presume this works with Win 8.1 x64 Pro?	Yep, it works on win 8.1 x64.
"3- Piece/ 1- year " means it can be installed on 3 pc's per household for 1 year duration?	Correct
Does it work on a Windows 8 pc?	Yes it will.
does "3-piece" mean I can use the same purchase on up to three computers?	Yes that is correct.
"3- Piece/ 1- year " means it can be installed on 3 pc's per household for 1 year duration?	Correct
Does it work on a Windows 8 pc?	Yes it will.
does "3-piece" mean I can use the same purchase on up to three computers?	Yes that is correct.
Can I merge photos, create collages, erase backgrounds with this software?	Yes, it does that very well.
Will it work on Windows 8.1?	Yes, it works. The interface, though, is more like Photoshop.
Can I transform photos into images that simulate pen and ink drawiings?	Yes, there are many artistic tools built into the program.
Can "Paint Shop Pro X6" create small graphics in ".ICO" format (icons).	Yes, Corel Paint Shop Pro X6 can create graphics in .ico format
Can I cut some parts of movie from DVD and use them as clips?	I have used clips from youtube and unprotected homemade DVD's
Can I create slideshows and put them on dvds with this?	Yes you can
What is the difference between elements 12 and premiere elements 12? the price is the same.	I use photoshop elements 12 for photographs. Premiere elements is mainly used for video I believe.
will it work on windows 8	It's working for me
is the whole premier program?	Don't understand the question
What is the difference between elements 12 and premiere elements 12? the price is the same.	I use photoshop elements 12 for photographs. Premiere elements is mainly used for video I believe.
will it work on windows 8	It's working for me
is the whole premier program?	Don't understand the question
does this program work with Ipad	Virginia, As long as you have the proper O/S (operating system) and space you should be good to go.
is it compatable with Windows 8?	Yes
Will this version work with Win 7?	Yes. It works well
Can I print 4x5 invitations with this software?	Yes. the software will set you up for a 4X5 size; then it's up to your printer to print that size.
can you create half circle text	Yes you can with the edit buttons
can you make a 5 x7 card with this software?	yes, 5 x 7 and about 50 other sizes from a pull-down in the menu when you go to print screen.
compatable with windows 8.1?	yes
Does this version have the pop-up reminder program?	Yes, it does. It will remind you to check for updates!
is it compatible with windows 8.1	I have windows 8 and I think 8.1 is basically the same.
how many computers can use this? Or is this for a single PC	It's for multiple PC's.
Does this product work on windows 8.1?	yes
Does it make newsletters?	Yes it has a project for Newsletters, calendars, cards, and many more.
We currently are on QuickBooks Pro 2005. Can I upgrade and import my data from QB Pro 2005?	Wgpenguin, Yes you can. Gita Faust
DOes this incude the "Contractor" version?	Yes it has all versions and you can toggle to any of them.
Will you be able to load files from Quicken Deluxe 2001 version?	I do not believe so unless you have upgraded all along.
does it import my bank information	It has QIF import! I have given more info on another answer.
Can I manually enter checks with this program? Thanks!	Yes. Works exactly as previous versions.
Is this the PC disk or download version?	Yes, this package included the disk.
How many checking account can be used with the starter edition?	I'm using it for 4 accounts. At one time I had 5.
Can I list my stock portfolio and then update it each day	Sorry I do not know the answer to that, as I don't have a stock portfolio.
Which version of Quicken Delux 2014 is it?	Quicken 2014 for Windows - Full Version on Disc for Windows XP thru Windows 8
does it require a 32bit system? mine is windows 7 64bit	Works with both.
does printmaster platinum v6 compatible with windows 8.1	it should be, yes
does this work with Mac OS 10.93	Probably, although I'm not sure. I have Mac OS 10.7.5, and it wasn't compatible.
Is it an improvement over the deluxe 2.0?	not at all improved for my needs....don't use it.....was a waste of money
Is the Print Shop Delux 3.5 compatible with windows 8.1 or not	Yes, but I could not ever get it to print labels correctly.
what does it mean by total protection 3pc 20 does it has more options	Probably should read 2014.
what does it mean by total protection 3pc 20 does it has more options	Probably should read 2014.
will it work on windows 8?	yes
will it work with os x10.8	I think so. I use it on my brand new mac book pro.
Can this product be used in any computer?	It can be used on a Mac or Windows PC. It should run on anything manufactured in the last 4-5 years.
If you buy the 2014, can you get an automatic update to 2015 once installed?	I have not seen the option on mine. But thanks for asking, I will check
Will it work on Windows 8 and will it upgrade to 2015?	Yes
Can it update to 2015?	Yes
Will this version work well with Windows 8.1? The version I have now is perfect.	Yes it will I have Windows 8.1
Will this product run on Windows 8?	Yes, It can run on Windows 8 because I am using it one two windows 8
If you buy the 2014, can you get an automatic update to 2015 once installed?	I have not seen the option on mine. But thanks for asking, I will check
Will it work on Windows 8 and will it upgrade to 2015?	Yes
Can it update to 2015?	Yes
Will this version work well with Windows 8.1? The version I have now is perfect.	Yes it will I have Windows 8.1
Will this product run on Windows 8?	Yes, It can run on Windows 8 because I am using it one two windows 8
Does it work with windows 8?	Yes it works wonderfully with windows 8.
Disc or keycard? Thanks.	Disk
are they a scam?	no its a pretty good antivirus
Does it work with windows 8.1 thank you	Yes I have windows 8.1 and it works fine
Does it work with windows 8?	Yes it works wonderfully with windows 8.
Disc or keycard? Thanks.	Disk
are they a scam?	no its a pretty good antivirus
Does it work with windows 8.1 thank you	Yes I have windows 8.1 and it works fine
does provide online purchase protection?	Yes it does. Bought a 2 year plan and had no problems/virus
Does it work with Windows Vista?	yes it does
I believe my current isp anti - virus has failed. Will this help on a computer already infected?	I would run webroot and malwarebytes (free download) both.
Is this a disc or a key code &amp; does it have a firewall?	It is a disc with a key code and from what I can tall, it has a firewall.
Does this remove malware? Thank you for your assistance!	Yes
Can this edition be used with windows 8 ?	Yes, runs on any system with Microsoft. Including W8. Epick
Will this software work currently in 2015 even though it's 2014 edition?	I'm not a computer guy, but mine is working in 2015 so answer must be YES
Does it work with Windows 8.1?	Yes. My family has it running well on Windows Vista, 7, & 8.1.
for Macs?	They have a MAC version that is different from the Widows version.
Will this update to 2015 if purchased now?	Yes
does is work outside of U.S.A ?	Check the Internet for their phone number (I believe in San Diego). I cannot answer that question.
This edition says it's good for 3 users. Does that mean 3 different computers?	Yes.
Can this edition be used with windows 8 ?	Yes, runs on any system with Microsoft. Including W8. Epick
Will this software work currently in 2015 even though it's 2014 edition?	I'm not a computer guy, but mine is working in 2015 so answer must be YES
Does it work with Windows 8.1?	Yes. My family has it running well on Windows Vista, 7, & 8.1.
for Macs?	They have a MAC version that is different from the Widows version.
Will this update to 2015 if purchased now?	Yes
does is work outside of U.S.A ?	Check the Internet for their phone number (I believe in San Diego). I cannot answer that question.
This edition says it's good for 3 users. Does that mean 3 different computers?	Yes.
Does Webroot SecureAnywhere Internet Security Complete act as anti virus as well or not	Yes
Is an anti-virus included with this?	Yes
does it protect against online purchases?	As far as I Know It does--I have been using it and never had a problem with on-line purchases
Does Webroot SecureAnywhere Internet Security Complete act as anti virus as well or not	Yes
Is an anti-virus included with this?	Yes
does it protect against online purchases?	As far as I Know It does--I have been using it and never had a problem with on-line purchases
what does 1 user/3 licenses mean? Does it mean the product can only be used on one computer?	susan, you can use the software on 3 different computers.
Does this version have a DVD backup program	The software is on a disc. I don't know about any "backup program" This is an Anti Virus program.
can i use it on windows 8.1?	Norton Antivirus 2014 is compatible with Windows 8 and 8.1
can i use in two pc's	You can use it on three pc's
Is this for a 1 Year Term? And, can I buy this in a 2, or 3 year term?	I have the same question. Is this a 12 or 15 month license?
what does 1 user/3 licenses mean? Does it mean the product can only be used on one computer?	susan, you can use the software on 3 different computers.
Does this version have a DVD backup program	The software is on a disc. I don't know about any "backup program" This is an Anti Virus program.
can i use it on windows 8.1?	Norton Antivirus 2014 is compatible with Windows 8 and 8.1
can i use in two pc's	You can use it on three pc's
Is this for a 1 Year Term? And, can I buy this in a 2, or 3 year term?	I have the same question. Is this a 12 or 15 month license?
is this compatible with 64-bit ??	Yes. My OS was Windows 7 Home Premium 64-bit.
Will it work with Windows 8.1?	I do not know I have only tried it on windows 7 and it will work for that
CAN I USE THIS FOR WINDOW XP	Yes.
is it compatable for a laptop computer with windows 7	Yes, it is compatible. That is what I am running it with.
is it compatable for a laptop computer	Yes it is
is this compatible with 64-bit ??	Yes. My OS was Windows 7 Home Premium 64-bit.
Will it work with Windows 8.1?	I do not know I have only tried it on windows 7 and it will work for that
CAN I USE THIS FOR WINDOW XP	Yes.
is it compatable for a laptop computer with windows 7	Yes, it is compatible. That is what I am running it with.
is it compatable for a laptop computer	Yes it is
What does 1 user/3 licenses mean? Can I install it on 3 computers?	Yes that is exactly what it means
what is the difference between norton 360 2014 and norton 360 premier edition 2014?	Premiere edition gives you way more online backup.
Does the subscription date begin with installation of the key?	yes it does
What does 1 user/3 licenses mean? Can I install it on 3 computers?	Yes that is exactly what it means
what is the difference between norton 360 2014 and norton 360 premier edition 2014?	Premiere edition gives you way more online backup.
Does the subscription date begin with installation of the key?	yes it does
Can you install it on 5 different PCs (for a family with multiple PCs)?	Yes, that is exactly what I did. They all work great. Enjoy
if i like to used 5 pc , can i ?	as far as I know, yes.
Can you install it on 5 different PCs (for a family with multiple PCs)?	Yes, that is exactly what I did. They all work great. Enjoy
if i like to used 5 pc , can i ?	as far as I know, yes.
One user what are the three licenses for?	One user may install this on three different computers as long as YOU own all three computers.
Is this the latest version of the product?	Nope, Powerdirector 13 is available.
Does this PD 12 have DV camcorder capture and output like Power Director 10?	Yes it does.
Is it compatible with Windows 8?	Yes, I've used it with Windows 8 and I'm now on 8.1 with no problems.
Does this include both 32-bit and 64-bit versions of the software?	Yes it does. You can choose while installing.
does this work with windows 8?	Yes I believe that it does
Can I burn my videos to a DVD to view the product on a DVD player?	Yes. DVD or Blue Ray. There are options for different video formats to burn in.
How many machines can I install with Windows 8.1 system builder OEM version?	One unless you purchase a multi license
can I activate windows 8 pro oem system builder with this key, im not ready to upgrade to 8.1 yet	I am not sure, to be safe I would suggest buying Win 8 Pro and updating to SP1 when your ready
Will this fix my blue screen problem?	Yes, or use daily backup software and reinstall if you do get a blue screen.
Can I upgrade to 8.1 from XP?	No upgrade from XP. This is a full replacement install requiring a re-formatted hard drive.
I have two computers, Can i install windows 8.1 on both the systems with the same product key?	No one key = one computer.
can you export to word?	Absolutely! When you open Cookn', Click on FILE: EXPORT, WORD. Very easy!
Does it prepare S corporation returns	No. You will need to do a separate return for the S corp.
Should I download for Mac or MAC/PC	I bought a disk for my PC, so yes. Otherwise, you can buy the online version.
How many federal returns can you enter with this software?	Packaging says you get up to 5 federal efiles.
Can I do multiple returns on this edition?	Yes, I do several..
does it support form 1116	The form is available in the software as of an update that happened on January 29th
Is this for 2013 year's income to be paid in 2014?	YES
Does this product include a free state return for MA?	Yes, you can download one state for free and if needed purchase other states (download).
is this a cd?	Choose PC/Mac option before adding to your cart if you don't want a download version.
Does Premier include a schedule c for sole proprieter home business this 2013 edition?	I see it has a Schedule C:Profit or Loss from Business form.
can I use this product on my own computer instead of in the cloud?	Has worked fine on my home computers for the last 10+ years. Never tried a cloud..
does it work on Windows XP 32 bit	Yes, if you have Windows XP Service Pack 3.
I will be doing my taxes along with my daughters, and sons. Which one should I buy?	The basic edition will handle it.
Is this an actual software CD or is it a download??	The option exists for both. See the selections.
can you use this for more than one return	Yes, but not for e-file, for printing only and save it as a separate file
Does this have 1099's	yes it does
does this version cover taxes for year 2013	Yes, its for 2013 and it has already done two updates since I loaded the software on my computer.
Does a disk come with it?	yes
does it cover stock market investments	Yes it does.
